축제명,개최장소,축제시작일자,축제종료일자,축제내용,주관기관명,주최기관명,후원기관명,전화번호,홈페이지주소,관련정보,소재지도로명주소,소재지지번주소,위도,경도,데이터기준일자,제공기관코드,제공기관명,외국인방문수,사진
고창갯벌축제,만돌갯벌체험장+하전갯벌체험장,2024-06-28,2024-06-30,개막행사+갯벌체험+풍천장어잡기+해양치유프로그램+공연문화행사 등,고창갯벌축제위원회,고창갯벌축제위원회,해양수산부+전북특별자치도+전북특별자치도 고창군+고창군수산업협동조합+만월어촌계+하전어촌계+자율관리공동체+한빛원전,063-560-2632,http://www.gochang.go.kr/tour/,개막행사+갯벌체험+풍천장어잡기+해양치유프로그램+공연문화행사 등,전북특별자치도 고창군 심원면 애향갯벌로 320,,35.53007446,126.5150432,2024-06-02,4781000,전북특별자치도 고창군,75,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
무장읍성축제,무장읍성 일원,2024-05-14,2024-05-14,고유제(진무제)+현감부임 행사+떡메치기 등,(사)고창무장읍성보존회,(사)고창무장읍성보존회,전북특별자치도 고창군+영광한빛원자력본부+NH 농협 고창군지부+관내 14개 읍면,063-560-2949,http://www.gochang.go.kr/tour/,축성602주년 기념식,전북특별자치도 고창군 무장면 무장읍성길 45,전북특별자치도 고창군 고창군 무장면 성내리 156,35.41841778,126.5573463,2024-06-02,4781000,전북특별자치도 고창군,80,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
고창해풍고추축제,해리복지회관일원,2024-08-23,2024-08-25,기념식+고추품평회+공연+전시판매+고추관련체험 등,고창해풍고추축제위원회,고창해풍고추축제위원회,전북특별자치도 고창군+한수원(주)한빛원자력본부+농협 고창군지부,063-560-2695,http://www.gochang.go.kr/tour/,기념식+고추품평회+공연+전시판매+고추관련체험 등,전북특별자치도 고창군 해리면 청해1길 15,전북특별자치도 고창군 해리면 하련리 628-3,35.46113146,126.5378146,2024-06-02,4781000,전북특별자치도 고창군,24,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
제천의병제,자양영당 등,2025-10-01,2025-10-30,의병제,제천문화원,제천문화원,충청북도 제천시,043-642-3646,http://www.jecheoncc.or.kr,,충청북도 제천시 의림대로 125,충청북도 제천시 중앙로2가 26-1,37.13923321,128.210774,2025-05-14,4400000,충청북도 제천시,100,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
2025 청춘대로,광진광장+롯데백화점 건대스타시티점+건대 맛의거리 등,2025-09-18,2025-09-19,가요제+ 노래경연제+ 축하공연+ 청춘토크쇼,서울특별시 광진구,서울특별시 광진구,,02-450-1114,,,서울특별시 광진구 광나루로 389,서울특별시 광진구 군자동 374-4,,,2025-09-03,3040000,서울특별시 광진구,1271,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
봄빛축제,안산+홍제천,2025-04-04,2025-04-06,서대문 벚꽃 한마당+봄빛 서커스+봄빛 음악회+가곡행사+체험부스 등,서울특별시 서대문구,서울특별시 서대문구,서울특별시+우리은행,02-330-1410,,,,서울특별시 서대문구 연희동 170-181,37.5798190568,126.9357567728,2025-08-25,3120000,서울특별시 서대문구,164,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
어린이축제,홍제천 카페폭포 광장,2025-05-05,2025-05-05,버블쇼+마술쇼+체험부스,(사)서울청소년효행봉사단,(사)서울청소년효행봉사단,서울특별시 서대문구청+ 서대문경찰서+ 서대문소방서+ 육군56사단+ 원천교회,02-330-8162,,,,서울특별시 서대문구 홍은동 429,37.58129481,126.9370198,2025-08-25,3120000,서울특별시 서대문구,43,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
서대문 독립축제,서대문형무소역사관+서대문독립공원,2025-08-14,2025-08-16,광복절 전야음악회+기념식 및 축하공연+폐막공연+구민걷기대회+독립 체험부스 등,서울특별시 서대문구,서울특별시 서대문구,,02-330-1410,,,서울특별시 서대문구 통일로 251,,37.57460851,126.9556118,2025-08-25,3120000,서울특별시 서대문구,1183,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
신촌 글로벌대학문화 축제,연세로+스타광장+명물거리+창천문화공원,2024-09-27,2024-09-29,거리퍼레이드+개막식+메인프로그램+축하공연+학생참여 공연 등,서울특별시 서대문구+대학생중앙기획단,서울특별시 서대문구+대학생중앙기획단,서울특별시+문화체육관광부+농심+로지텍,02-330-1410,,,,서울특별시 서대문구 창천동 57-18,37.55685968,126.935118,2025-08-25,3120000,서울특별시 서대문구,98,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
강서 낙동강30리 벚꽃축제(2025년),대저생태공원,2025-04-04,2025-04-06,벚꽃길 걷기대회+체험행사+문화행사,강서구축제추진위원회,부산광역시 강서구,부산광역시 강서구의회,051-970-2652,http://www.bsgangseo.go.kr,,,부산광역시 강서구 대저1동 1-17,35.20933921,128.9865079,2025-09-02,3360000,부산광역시 강서구,168,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
2025 대구앞산축제(제30회 대덕제),남구구민체육광장,2025-05-17,2025-05-18,앞산을 배경으로 다양한 체험프로그램과 문화예술 공연이 있는 주민화합 축제,대구광역시 남구,대구광역시 남구,대구광역시,053-664-3262,,,대구광역시 남구 고산4길 71,대구광역시 남구 봉덕동 1272-1,35.83229037,128.6004362,2025-08-29,3440000,대구광역시 남구,1037,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
무등울림축제,전통문화관,2025-05-24,2025-05-25,전통문화예술공연+전통문화 체험,광주문화재단,광주광역시청,,062-670-8511,http://www.gtcc.or.kr/bbs/content.php?co_id=mudeung_festival,,광주광역시 동구 의재로 222,광주광역시 동구 운림동 323,35.1334851,126.9514045,2025-09-01,6290000,광주광역시,1136,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
광주스트릿컬처페스타,국립아시아문화전당 일원,2025-06-05,2025-06-08,댄스배틀+팀퍼포먼스+체험부스운영,광주광역시청,광주광역시청,,062-613-3643,,,광주광역시 동구 문화전당로 38,광주광역시 동구 광산동 113,35.14737143,126.9208568,2025-09-01,6290000,광주광역시,775,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
광주디자인비엔날레,광주비엔날레전시관,2025-08-30,2025-11-02,디자인 작품 전시(주제 : 너라는 세계),광주비엔날레재단,광주광역시청,,062-613-3671,https://www.gdb.or.kr/content/intro,,광주광역시 북구 비엔날레로 111,광주광역시 북구 용봉동 산 149-2,35.18309828,126.8892087,2025-09-01,6290000,광주광역시,773,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
광주사운드파크페스티벌,광주사직공원 일원,2025-09-06,2025-09-06,뮤지션 공연,광주정보문화산업진흥원,광주광역시청,,062-613-2471,https://www.gicon.or.kr/menu.es?mid=a11003020200,,광주광역시 남구 사직길 49,광주광역시 남구 사동 177,35.14189575,126.9118559,2025-09-01,6290000,광주광역시,593,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
GAC 공연예술축제 그라제,광주예술의 전당,2025-09-11,2025-09-14,"클랙시, 합창, 국악, 대중음악, 전시, 퍼포먼스 등 공연",광주예술의 전당,광주광역시청,,062-613-8333,https://gjart.gwangju.go.kr/ko/cmd.do?opencode=pgraje,,광주광역시 북구 북문대로 60,,,,2025-09-01,6290000,광주광역시,693,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
광주 펫크닉,김대중컨벤션센터 야외광장,2025-10-10,2025-10-12,"반려동물 자랑대회, 초청강연, 유기동물 입양 캠페인",광주관광공사,광주광역시청,,062-613-3051,,,광주광역시 서구 상무누리로 30,,,,2025-09-01,6290000,광주광역시,971,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
광주김치축제,광주광역시청 일원,2025-10-31,2025-11-02,김치 요리 경연대회+김치만들기 체험+김치마케팅+김치 전시,광주김치축제위원회,광주광역시청,,062-613-3992,http://kimchi.gwangju.go.kr,,광주광역시 서구 내방로 111,광주광역시 서구 치평동 1200,35.16009941,126.8514619,2025-09-01,6290000,광주광역시,783,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
이천도자기축제,이천시 신둔면 예스파크,2025-04-25,2025-05-06,도자기전시+체험+판매+공연,이천문화재단+이천시도자기축제추진위원회,경기도 이천시,경기도 이천시,031-645-3682,,예스파크(이천도자예술마을) + 사기막골도예촌,경기도 이천시 신둔면 도자예술로5번길 109,경기도 이천시 신둔면 고척리 599-6,37.29309775,127.385686,2025-07-31,4070000,경기도 이천시,21,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
이천체험문화축제,이천시 신둔면 예스파크,2025-04-05,2025-04-06,공예체험+음식만들기+스포츠 놀이체험 등,(사)이천농촌나드리,경기도 이천시,경기도 이천시,031-636-2723,http://www.2000green.com,예스파크+이천농촌나드리,경기도 이천시 신둔면 도자예술로5번길 109,경기도 이천시 신둔면 고척리 599-6,37.29309775,127.385686,2025-07-31,4070000,경기도 이천시,103,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
처인성문화제,처인성 일대(남사읍),2025-06-07,2025-06-07,처인승첩기념식+김윤후승장 추모다례재+체험부스+경연대회+공연 등,용인문화원,용인문화원,경기도 용인시청,031-6193-2097,http://www.ycc50.org/,,경기도 용인시 처인구 중부대로 1199,경기도 용인시 처인구 삼가동 556,37.24086733,127.1779684,2025-08-28,4050000,경기도 용인시,184,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
대한민국 대학연극제,"용인문예회관마루홀,평생학습관큰어울마당 등",2025-07-08,2025-07-25,대학연극인 대상 체류프로그램 및 경연대회 등,(재)용인문화재단,경기도 용인시청,,031-260-3330,https://www.yongin.go.kr,,경기도 용인시 처인구 중부대로 1199,경기도 용인시 처인구 삼가동 556,37.24086733,127.1779684,2025-08-28,4050000,경기도 용인시,101,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
용인시민의 날 연계 축제 행사,용인미르스타디움,2025-09-27,2025-09-28,용인시민의 날 기념 조아용 캐릭터 축제 및 다양한 연계행사 진행,경기도 용인시청,경기도 용인시청,,031-6193-2064,https://www.yongin.go.kr,,경기도 용인시 처인구 중부대로 1199,경기도 용인시 처인구 삼가동 556,37.24086733,127.1779684,2025-08-28,4050000,경기도 용인시,144,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
포은문화제,정몽주 묘역,2025-10-18,2025-10-19,천장행렬+경연대회+어린이 포은스쿨+체험부스+기념식+공연 등,용인문화원 포은문화제추진위원회,용인문화원,경기도 용인시청,031-6193-2097,http://www.ycc50.org/,,경기도 용인시 처인구 중부대로 1199,경기도 용인시 처인구 삼가동 556,37.24086733,127.1779684,2025-08-28,4050000,경기도 용인시,16,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
김윤후 문화제,처인성 일대(남사읍),2025-10-25,2025-10-25,"김윤후승장 추모 다례재, 체험부스 운영 등",용인불교전통문화보존회,용인불교전통문화보존회,경기도 용인시청,031-6193-2097,https://www.yongin.go.kr,,경기도 용인시 처인구 중부대로 1199,경기도 용인시 처인구 삼가동 556,37.24086733,127.1779684,2025-08-28,4050000,경기도 용인시,110,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
안산국제거리극축제,안산시 문화광장,2015-05-01,2015-05-03,순수예술축제,경기도 안산시청,경기도 안산시청,경기도 안산시청,031-481-4030,https://www.ansanart.com/index.do,대부도,경기도 안산시 단원구 광덕대로 157,경기도 안산시 단원구 고잔동 800,37.310742,126.829822,2025-08-29,3930000,경기도 안산시,37,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
안산국제거리극축제,안산시 문화광장,2016-05-05,2016-05-08,순수예술축제,경기도 안산시청,경기도 안산시청,경기도 안산시청,031-481-4030,https://www.ansanart.com/index.do,대부도,경기도 안산시 단원구 광덕대로 157,경기도 안산시 단원구 고잔동 800,37.310742,126.829822,2025-08-29,3930000,경기도 안산시,142,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
안산국제거리극축제,안산문화광장 및 안산시 일대,2017-05-05,2017-05-07,순수예술축제,경기도 안산시청,경기도 안산시청,문화체육관광부+경기관광공사+한국문화예술위원회+한국지역진흥재단,031-481-0531,https://www.ansanart.com/index.do,대부도+원곡동 다문화거리,경기도 안산시 단원구 광덕대로 157,경기도 안산시 단원구 고잔동 800,37.310742,126.829822,2025-08-29,3930000,경기도 안산시,52,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
안산국제거리극축제,안산문화광장 및 안산시 일대,2018-05-05,2018-05-07,순수예술축제,경기도 안산시청,경기도 안산시청,문화체육관광부+경기관광공사+한국문화예술위원회+한국지역진흥재단,031-481-0531,https://www.ansanart.com/index.do,화랑유원지,경기도 안산시 단원구 광덕대로 157,경기도 안산시 단원구 고잔동 800,37.310742,126.829822,2025-08-29,3930000,경기도 안산시,172,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
안산국제거리극축제,안산문화광장 및 안산시 일대,2019-05-04,2019-05-06,순수예술축제,경기도 안산시청,경기도 안산시청,문화체육관광부+경기관광공사+한국문화예술위원회+한국지역진흥재단,031-481-0531,https://www.ansanart.com/index.do,화랑유원지,경기도 안산시 단원구 광덕대로 157,경기도 안산시 단원구 고잔동 800,37.310742,126.829822,2025-08-29,3930000,경기도 안산시,136,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
안산국제거리극축제,안산문화예술의전당,2021-10-05,2021-10-10,순수예술축제,경기도 안산시청,경기도 안산시청,경기관광공사,031-481-0531,https://www.ansanart.com/index.do,화랑유원지,경기도 안산시 단원구 화랑로 312(고잔동),경기도 안산시 단원구 고잔동 817,37.31842647,126.8231075,2025-08-29,3930000,경기도 안산시,84,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
